Unnamed: 0,timestamp,capacity_last_metric_bolt,capacity_elastic_search_bolt,pre_Message_dispatcher_bolt,check_message_bolt,message_dispatcher_bolt,metric_bolt,group_status_information_bolt,Real_time_merger_bolt
45714,2022-04-28 15:30:00,0.839,0.012,0.0069999999999999,0.342,0.479,0.65,0.691,0.002
45715,2022-04-28 15:31:00,0.84,0.012,0.006,0.344,0.473,0.651,0.69,0.002
45716,2022-04-28 15:32:00,0.827,0.013,0.006,0.35,0.468,0.659,0.683,0.002
45717,2022-04-28 15:33:00,0.841,0.0139999999999999,0.0069999999999999,0.351,0.484,0.653,0.672,0.002
45718,2022-04-28 15:34:00,0.838,0.012,0.0069999999999999,0.354,0.477,0.65,0.665,0.002
45719,2022-04-28 15:35:00,0.827,0.012,0.0069999999999999,0.348,0.484,0.646,0.664,0.002
45720,2022-04-28 15:36:00,0.854,0.012,0.0069999999999999,0.349,0.47,0.656,0.675,0.002
45721,2022-04-28 15:37:00,0.849,0.013,0.0069999999999999,0.341,0.456,0.67,0.667,0.002
45722,2022-04-28 15:38:00,0.851,0.013,0.0069999999999999,0.344,0.467,0.662,0.661,0.002
45723,2022-04-28 15:39:00,0.865,0.013,0.0069999999999999,0.35,0.471,0.645,0.664,0.002
45724,2022-04-28 15:40:00,0.846,0.009,0.0069999999999999,0.343,0.477,0.641,0.654,0.002
45725,2022-04-28 15:41:00,0.84,0.009,0.0069999999999999,0.353,0.487,0.665,0.649,0.002
45726,2022-04-28 15:42:00,0.822,0.009,0.0069999999999999,0.347,0.492,0.657,0.663,0.002
45727,2022-04-28 15:43:00,0.835,0.008,0.006,0.345,0.513,0.675,0.662,0.003
45728,2022-04-28 15:44:00,0.829,0.0069999999999999,0.006,0.341,0.506,0.691,0.66,0.002
45729,2022-04-28 15:45:00,0.837,0.008,0.0069999999999999,0.335,0.497,0.701,0.657,0.002
45730,2022-04-28 15:46:00,0.853,0.008,0.0069999999999999,0.35,0.487,0.698,0.654,0.002
45731,2022-04-28 15:47:00,0.853,0.009,0.008,0.336,0.486,0.685,0.65,0.002
45732,2022-04-28 15:48:00,0.867,0.009,0.0069999999999999,0.345,0.489,0.67,0.654,0.002
45733,2022-04-28 15:49:00,0.856,0.01,0.0069999999999999,0.352,0.5,0.638,0.662,0.002
45734,2022-04-28 15:50:00,0.843,0.01,0.006,0.356,0.499,0.644,0.658,0.003
45735,2022-04-28 15:51:00,0.828,0.01,0.0069999999999999,0.351,0.506,0.655,0.657,0.002
45736,2022-04-28 15:52:00,0.829,0.01,0.008,0.341,0.493,0.661,0.663,0.002
45737,2022-04-28 15:53:00,0.827,0.011,0.008,0.35,0.492,0.664,0.657,0.002
45738,2022-04-28 15:54:00,0.822,0.011,0.008,0.35,0.494,0.658,0.652,0.002
45739,2022-04-28 15:55:00,0.821,0.011,0.008,0.362,0.502,0.657,0.657,0.002
45740,2022-04-28 15:56:00,0.828,0.011,0.0069999999999999,0.359,0.497,0.657,0.654,0.002
45741,2022-04-28 15:57:00,0.831,0.012,0.008,0.353,0.49,0.64,0.66,0.002
45742,2022-04-28 15:58:00,0.848,0.012,0.008,0.339,0.479,0.635,0.646,0.002
45743,2022-04-28 15:59:00,0.85,0.012,0.008,0.343,0.487,0.649,0.645,0.002
45744,2022-04-28 16:00:00,0.84,0.011,0.008,0.344,0.497,0.649,0.651,0.002
45745,2022-04-28 16:01:00,0.832,0.01,0.008,0.344,0.49,0.662,0.656,0.002
45746,2022-04-28 16:02:00,0.822,0.01,0.0069999999999999,0.341,0.498,0.661,0.654,0.002
45747,2022-04-28 16:03:00,0.827,0.009,0.0069999999999999,0.349,0.487,0.663,0.651,0.002
45748,2022-04-28 16:04:00,0.832,0.01,0.0069999999999999,0.346,0.483,0.662,0.646,0.002
45749,2022-04-28 16:05:00,0.843,0.01,0.0069999999999999,0.355,0.48,0.659,0.646,0.003
45750,2022-04-28 16:06:00,0.837,0.01,0.0069999999999999,0.36,0.476,0.658,0.675,0.003
45751,2022-04-28 16:07:00,0.83,0.011,0.0069999999999999,0.354,0.491,0.671,0.66,0.003
45752,2022-04-28 16:08:00,0.834,0.01,0.0069999999999999,0.37,0.481,0.668,0.654,0.003
45753,2022-04-28 16:09:00,0.821,0.01,0.0069999999999999,0.372,0.489,0.661,0.656,0.003
45754,2022-04-28 16:10:00,0.814,0.01,0.006,0.374,0.495,0.675,0.639,0.003
45755,2022-04-28 16:11:00,0.844,0.01,0.006,0.381,0.479,0.674,0.647,0.003
45756,2022-04-28 16:12:00,0.842,0.011,0.006,0.374,0.494,0.662,0.672,0.002
45757,2022-04-28 16:13:00,0.826,0.012,0.006,0.364,0.493,0.65,0.676,0.002
45758,2022-04-28 16:14:00,0.82,0.012,0.006,0.345,0.481,0.642,0.678,0.002
45759,2022-04-28 16:15:00,0.835,0.012,0.006,0.343,0.474,0.645,0.677,0.002
45760,2022-04-28 16:16:00,0.838,0.011,0.0069999999999999,0.335,0.479,0.647,0.661,0.002
45761,2022-04-28 16:17:00,0.832,0.011,0.0069999999999999,0.339,0.497,0.649,0.663,0.002
45762,2022-04-28 16:18:00,0.828,0.01,0.0069999999999999,0.345,0.501,0.65,0.679,0.002
45763,2022-04-28 16:19:00,0.83,0.01,0.008,0.334,0.504,0.642,0.687,0.002
45764,2022-04-28 16:20:00,0.834,0.01,0.008,0.33,0.511,0.646,0.692,0.002
45765,2022-04-28 16:21:00,0.814,0.011,0.008,0.343,0.516,0.657,0.687,0.002
45766,2022-04-28 16:22:00,0.816,0.01,0.008,0.352,0.486,0.655,0.716,0.002
45767,2022-04-28 16:23:00,0.816,0.01,0.008,0.349,0.49,0.676,0.705,0.002
45768,2022-04-28 16:24:00,0.818,0.01,0.008,0.346,0.495,0.652,0.69,0.002
45769,2022-04-28 16:25:00,0.809,0.01,0.008,0.342,0.496,0.653,0.661,0.002
45770,2022-04-28 16:26:00,0.812,0.011,0.008,0.346,0.489,0.655,0.665,0.002
45771,2022-04-28 16:27:00,0.802,0.011,0.0069999999999999,0.354,0.488,0.659,0.653,0.002
45772,2022-04-28 16:28:00,0.814,0.011,0.0069999999999999,0.342,0.488,0.658,0.665,0.002
45773,2022-04-28 16:29:00,0.817,0.011,0.0069999999999999,0.352,0.487,0.68,0.675,0.002
45774,2022-04-28 16:30:00,0.823,0.01,0.0069999999999999,0.351,0.49,0.671,0.666,0.002
45775,2022-04-28 16:31:00,0.827,0.01,0.0069999999999999,0.358,0.491,0.648,0.668,0.002
45776,2022-04-28 16:32:00,0.83,0.01,0.0069999999999999,0.356,0.48,0.649,0.658,0.002
45777,2022-04-28 16:33:00,0.824,0.01,0.0069999999999999,0.353,0.484,0.644,0.664,0.002
45778,2022-04-28 16:34:00,0.807,0.01,0.0069999999999999,0.353,0.48,0.638,0.645,0.002
45779,2022-04-28 16:35:00,0.816,0.009,0.006,0.345,0.476,0.644,0.642,0.002
45780,2022-04-28 16:36:00,0.838,0.008,0.0069999999999999,0.351,0.481,0.639,0.642,0.002
45781,2022-04-28 16:37:00,0.833,0.009,0.0069999999999999,0.365,0.492,0.629,0.651,0.002
45782,2022-04-28 16:38:00,0.838,0.01,0.0069999999999999,0.359,0.455,0.639,0.645,0.002
45783,2022-04-28 16:39:00,0.833,0.01,0.0069999999999999,0.339,0.461,0.636,0.639,0.002
45784,2022-04-28 16:40:00,0.857,0.008,0.008,0.335,0.466,0.65,0.63,0.002
45785,2022-04-28 16:41:00,0.844,0.009,0.008,0.351,0.462,0.641,0.637,0.002
45786,2022-04-28 16:42:00,0.825,0.009,0.0069999999999999,0.34,0.459,0.646,0.628,0.002
45787,2022-04-28 16:43:00,0.828,0.01,0.0069999999999999,0.327,0.481,0.641,0.633,0.002
45788,2022-04-28 16:44:00,0.834,0.011,0.0069999999999999,0.338,0.469,0.633,0.646,0.002
45789,2022-04-28 16:45:00,0.833,0.011,0.0069999999999999,0.335,0.484,0.646,0.651,0.002
45790,2022-04-28 16:46:00,0.833,0.012,0.008,0.343,0.471,0.657,0.667,0.002
45791,2022-04-28 16:47:00,0.839,0.011,0.008,0.345,0.478,0.654,0.672,0.002
45792,2022-04-28 16:48:00,0.826,0.01,0.008,0.338,0.457,0.646,0.669,0.002
45793,2022-04-28 16:49:00,0.827,0.01,0.008,0.348,0.456,0.641,0.679,0.002
45794,2022-04-28 16:50:00,0.825,0.01,0.008,0.347,0.459,0.649,0.671,0.002
45795,2022-04-28 16:51:00,0.831,0.009,0.0069999999999999,0.355,0.447,0.641,0.67,0.002
45796,2022-04-28 16:52:00,0.836,0.009,0.0069999999999999,0.356,0.463,0.629,0.669,0.002
45797,2022-04-28 16:53:00,0.847,0.009,0.0069999999999999,0.353,0.467,0.634,0.662,0.002
45798,2022-04-28 16:54:00,0.815,0.008,0.0069999999999999,0.34,0.471,0.619,0.637,0.002
45799,2022-04-28 16:55:00,0.806,0.008,0.008,0.343,0.473,0.606,0.643,0.002
45800,2022-04-28 16:56:00,0.802,0.009,0.008,0.349,0.48,0.601,0.633,0.002
45801,2022-04-28 16:57:00,0.811,0.009,0.008,0.349,0.465,0.617,0.626,0.002
45802,2022-04-28 16:58:00,0.811,0.008,0.0069999999999999,0.348,0.46,0.64,0.616,0.002
45803,2022-04-28 16:59:00,0.803,0.009,0.008,0.334,0.464,0.626,0.607,0.002
45804,2022-04-28 17:00:00,0.807,0.009,0.0069999999999999,0.336,0.481,0.622,0.616,0.002
45805,2022-04-28 17:01:00,0.792,0.008,0.0069999999999999,0.341,0.484,0.622,0.613,0.002
45806,2022-04-28 17:02:00,0.801,0.008,0.0069999999999999,0.339,0.463,0.62,0.639,0.002
45807,2022-04-28 17:03:00,0.804,0.008,0.0069999999999999,0.347,0.46,0.618,0.628,0.002
45808,2022-04-28 17:04:00,0.791,0.008,0.0069999999999999,0.34,0.462,0.613,0.625,0.002
45809,2022-04-28 17:05:00,0.787,0.009,0.0069999999999999,0.33,0.469,0.619,0.619,0.003
45810,2022-04-28 17:06:00,0.792,0.009,0.0069999999999999,0.321,0.461,0.618,0.613,0.003
45811,2022-04-28 17:07:00,0.782,0.01,0.0069999999999999,0.321,0.448,0.618,0.612,0.003
45812,2022-04-28 17:08:00,0.789,0.009,0.0069999999999999,0.33,0.446,0.616,0.616,0.003
45813,2022-04-28 17:09:00,0.811,0.008,0.0069999999999999,0.345,0.454,0.623,0.626,0.003
45814,2022-04-28 17:10:00,0.824,0.008,0.0069999999999999,0.348,0.459,0.621,0.628,0.003
45815,2022-04-28 17:11:00,0.8,0.008,0.0069999999999999,0.347,0.456,0.616,0.611,0.003
45816,2022-04-28 17:12:00,0.803,0.009,0.0069999999999999,0.341,0.454,0.605,0.62,0.003
45817,2022-04-28 17:13:00,0.796,0.009,0.0069999999999999,0.335,0.463,0.61,0.606,0.003
45818,2022-04-28 17:14:00,0.797,0.008,0.0069999999999999,0.34,0.449,0.607,0.619,0.003
45819,2022-04-28 17:15:00,0.801,0.009,0.0069999999999999,0.351,0.459,0.605,0.607,0.002
45820,2022-04-28 17:16:00,0.783,0.01,0.008,0.37,0.473,0.62,0.621,0.002
45821,2022-04-28 17:17:00,0.781,0.009,0.008,0.371,0.471,0.62,0.631,0.002
45822,2022-04-28 17:18:00,0.786,0.009,0.008,0.372,0.474,0.602,0.63,0.002
45823,2022-04-28 17:19:00,0.803,0.009,0.009,0.358,0.472,0.604,0.609,0.002
45824,2022-04-28 17:20:00,0.789,0.01,0.009,0.359,0.471,0.615,0.613,0.002
45825,2022-04-28 17:21:00,0.798,0.01,0.009,0.349,0.488,0.62,0.614,0.002
45826,2022-04-28 17:22:00,0.814,0.01,0.009,0.34,0.486,0.624,0.623,0.002
45827,2022-04-28 17:23:00,0.798,0.01,0.008,0.335,0.477,0.639,0.645,0.002
45828,2022-04-28 17:24:00,0.798,0.01,0.008,0.336,0.479,0.633,0.62,0.002
45829,2022-04-28 17:25:00,0.793,0.008,0.008,0.347,0.462,0.631,0.619,0.002
45830,2022-04-28 17:26:00,0.801,0.008,0.0069999999999999,0.343,0.458,0.639,0.627,0.002
45831,2022-04-28 17:27:00,0.811,0.008,0.0069999999999999,0.335,0.456,0.634,0.624,0.002
45832,2022-04-28 17:28:00,0.801,0.009,0.008,0.347,0.457,0.631,0.629,0.002
45833,2022-04-28 17:29:00,0.806,0.009,0.0069999999999999,0.339,0.452,0.622,0.633,0.002
45834,2022-04-28 17:30:00,0.813,0.009,0.0069999999999999,0.339,0.448,0.621,0.617,0.002
45835,2022-04-28 17:31:00,0.804,0.009,0.0069999999999999,0.327,0.44,0.612,0.631,0.002
45836,2022-04-28 17:32:00,0.81,0.008,0.0069999999999999,0.335,0.447,0.618,0.626,0.002
45837,2022-04-28 17:33:00,0.799,0.008,0.0069999999999999,0.339,0.465,0.631,0.634,0.002
45838,2022-04-28 17:34:00,0.793,0.0069999999999999,0.0069999999999999,0.332,0.467,0.643,0.634,0.002
45839,2022-04-28 17:35:00,0.81,0.008,0.008,0.321,0.461,0.656,0.632,0.002
45840,2022-04-28 17:36:00,0.81,0.008,0.008,0.326,0.463,0.653,0.644,0.002
45841,2022-04-28 17:37:00,0.796,0.009,0.0069999999999999,0.317,0.465,0.635,0.657,0.002
45842,2022-04-28 17:38:00,0.795,0.009,0.006,0.313,0.469,0.636,0.627,0.002
45843,2022-04-28 17:39:00,0.789,0.009,0.006,0.325,0.472,0.63,0.634,0.002
45844,2022-04-28 17:40:00,0.795,0.01,0.006,0.316,0.453,0.614,0.621,0.002
45845,2022-04-28 17:41:00,0.776,0.011,0.006,0.327,0.462,0.605,0.631,0.002
45846,2022-04-28 17:42:00,0.768,0.012,0.006,0.326,0.449,0.615,0.616,0.002
45847,2022-04-28 17:43:00,0.757,0.012,0.0069999999999999,0.326,0.443,0.61,0.613,0.002
45848,2022-04-28 17:44:00,0.786,0.013,0.0069999999999999,0.318,0.454,0.607,0.613,0.002
45849,2022-04-28 17:45:00,0.779,0.012,0.006,0.319,0.454,0.608,0.607,0.002
45850,2022-04-28 17:46:00,0.773,0.013,0.0069999999999999,0.317,0.458,0.613,0.641,0.002
45851,2022-04-28 17:47:00,0.764,0.025,0.0069999999999999,0.326,0.461,0.607,0.626,0.002
45852,2022-04-28 17:48:00,0.753,0.027,0.0069999999999999,0.327,0.459,0.601,0.616,0.002
45853,2022-04-28 17:49:00,0.771,0.026,0.0069999999999999,0.349,0.458,0.621,0.62,0.002
45854,2022-04-28 17:50:00,0.772,0.024,0.0069999999999999,0.333,0.464,0.637,0.614,0.002
45855,2022-04-28 17:51:00,0.782,0.023,0.0069999999999999,0.329,0.449,0.624,0.611,0.002
45856,2022-04-28 17:52:00,0.783,0.026,0.0069999999999999,0.319,0.458,0.626,0.608,0.002
45857,2022-04-28 17:53:00,0.785,0.024,0.0069999999999999,0.341,0.465,0.645,0.594,0.002
45858,2022-04-28 17:54:00,0.784,0.024,0.0069999999999999,0.343,0.473,0.645,0.594,0.002
45859,2022-04-28 17:55:00,0.775,0.023,0.0069999999999999,0.342,0.475,0.649,0.59,0.002
45860,2022-04-28 17:56:00,0.76,0.023,0.0069999999999999,0.335,0.475,0.655,0.585,0.002
45861,2022-04-28 17:57:00,0.783,0.023,0.0069999999999999,0.333,0.464,0.647,0.582,0.002
45862,2022-04-28 17:58:00,0.764,0.009,0.0069999999999999,0.318,0.462,0.633,0.593,0.002
45863,2022-04-28 17:59:00,0.77,0.009,0.0069999999999999,0.313,0.462,0.631,0.592,0.002
45864,2022-04-28 18:00:00,0.78,0.009,0.0069999999999999,0.325,0.464,0.623,0.588,0.002
45865,2022-04-28 18:01:00,0.792,0.009,0.0069999999999999,0.321,0.471,0.625,0.596,0.002
45866,2022-04-28 18:02:00,0.779,0.01,0.0069999999999999,0.325,0.477,0.613,0.604,0.002
45867,2022-04-28 18:03:00,0.771,0.01,0.0069999999999999,0.316,0.477,0.618,0.596,0.003
45868,2022-04-28 18:04:00,0.783,0.011,0.0069999999999999,0.312,0.476,0.61,0.614,0.003
45869,2022-04-28 18:05:00,0.762,0.011,0.0069999999999999,0.314,0.465,0.601,0.624,0.003
45870,2022-04-28 18:06:00,0.739,0.01,0.0069999999999999,0.31,0.457,0.621,0.626,0.003
45871,2022-04-28 18:07:00,0.741,0.01,0.0069999999999999,0.313,0.442,0.605,0.616,0.003
45872,2022-04-28 18:08:00,0.745,0.011,0.0069999999999999,0.315,0.427,0.579,0.603,0.003
45873,2022-04-28 18:09:00,0.756,0.009,0.0069999999999999,0.317,0.43,0.574,0.611,0.003
45874,2022-04-28 18:10:00,0.74,0.008,0.006,0.301,0.437,0.574,0.615,0.003
45875,2022-04-28 18:11:00,0.731,0.008,0.006,0.317,0.447,0.563,0.607,0.003
45876,2022-04-28 18:12:00,0.737,0.01,0.006,0.315,0.444,0.56,0.598,0.003
45877,2022-04-28 18:13:00,0.728,0.01,0.006,0.337,0.434,0.555,0.601,0.003
45878,2022-04-28 18:14:00,0.726,0.009,0.006,0.322,0.432,0.568,0.604,0.003
45879,2022-04-28 18:15:00,0.713,0.009,0.0069999999999999,0.327,0.435,0.561,0.598,0.002
45880,2022-04-28 18:16:00,0.719,0.009,0.0069999999999999,0.331,0.431,0.564,0.557,0.002
45881,2022-04-28 18:17:00,0.706,0.009,0.0069999999999999,0.323,0.441,0.567,0.552,0.002
45882,2022-04-28 18:18:00,0.708,0.008,0.0069999999999999,0.317,0.43,0.588,0.56,0.002
45883,2022-04-28 18:19:00,0.693,0.008,0.0069999999999999,0.315,0.417,0.573,0.537,0.002
45884,2022-04-28 18:20:00,0.644,0.008,0.0069999999999999,0.304,0.381,0.554,0.506,0.002
45885,2022-04-28 18:21:00,0.628,0.008,0.0069999999999999,0.277,0.371,0.541,0.497,0.002
45886,2022-04-28 18:22:00,0.586,0.008,0.0069999999999999,0.253,0.355,0.525,0.47,0.002
45887,2022-04-28 18:23:00,0.559,0.008,0.0069999999999999,0.237,0.335,0.496,0.45,0.002
45888,2022-04-28 18:24:00,0.536,0.01,0.0069999999999999,0.236,0.338,0.484,0.442,0.002
45889,2022-04-28 18:25:00,0.509,0.01,0.0069999999999999,0.227,0.326,0.465,0.413,0.002
45890,2022-04-28 18:26:00,0.494,0.01,0.006,0.225,0.314,0.461,0.422,0.002
45891,2022-04-28 18:27:00,0.452,0.009,0.006,0.226,0.306,0.446,0.382,0.002
45892,2022-04-28 18:28:00,0.435,0.01,0.0069999999999999,0.23,0.334,0.462,0.386,0.002
45893,2022-04-28 18:29:00,0.413,0.011,0.006,0.229,0.323,0.466,0.366,0.002
45894,2022-04-28 18:30:00,0.436,0.011,0.0069999999999999,0.256,0.357,0.523,0.376,0.002
45895,2022-04-28 18:31:00,0.447,0.01,0.0069999999999999,0.251,0.349,0.511,0.368,0.002
45896,2022-04-28 18:32:00,0.473,0.008,0.0069999999999999,0.266,0.37,0.536,0.373,0.002
45897,2022-04-28 18:33:00,0.447,0.008,0.0069999999999999,0.259,0.36,0.511,0.35,0.002
45898,2022-04-28 18:34:00,0.481,0.009,0.008,0.267,0.372,0.549,0.373,0.002
45899,2022-04-28 18:35:00,0.456,0.0069999999999999,0.008,0.253,0.343,0.494,0.334,0.002
45900,2022-04-28 18:36:00,0.476,0.0069999999999999,0.008,0.277,0.35,0.521,0.363,0.002
45901,2022-04-28 18:37:00,0.445,0.006,0.008,0.269,0.345,0.526,0.347,0.002
45902,2022-04-28 18:38:00,0.447,0.0069999999999999,0.008,0.276,0.358,0.521,0.364,0.002
45903,2022-04-28 18:39:00,0.448,0.0069999999999999,0.008,0.262,0.345,0.5,0.352,0.002
45904,2022-04-28 18:40:00,0.427,0.008,0.006,0.267,0.337,0.489,0.338,0.002
45905,2022-04-28 18:41:00,0.409,0.008,0.0069999999999999,0.293,0.334,0.504,0.338,0.002
45906,2022-04-28 18:42:00,0.402,0.008,0.0069999999999999,0.282,0.326,0.483,0.321,0.002
45907,2022-04-28 18:43:00,0.428,0.008,0.027,0.279,0.336,0.501,0.33,0.002
45908,2022-04-28 18:44:00,0.411,0.009,0.025,0.286,0.34,0.503,0.345,0.002
45909,2022-04-28 18:45:00,0.395,0.008,0.026,0.285,0.344,0.509,0.336,0.002
45910,2022-04-28 18:46:00,0.395,0.0069999999999999,0.024,0.28,0.338,0.478,0.337,0.002
45911,2022-04-28 18:47:00,0.364,0.0069999999999999,0.026,0.247,0.319,0.438,0.325,0.002
45912,2022-04-28 18:48:00,0.361,0.0069999999999999,0.022,0.256,0.311,0.449,0.317,0.002
45913,2022-04-28 18:49:00,0.364,0.006,0.025,0.255,0.322,0.458,0.314,0.002
45914,2022-04-28 18:50:00,0.369,0.006,0.025,0.265,0.336,0.459,0.313,0.001
45915,2022-04-28 18:51:00,0.331,0.005,0.025,0.235,0.301,0.439,0.292,0.002
45916,2022-04-28 18:52:00,0.357,0.006,0.024,0.255,0.323,0.476,0.309,0.002
45917,2022-04-28 18:53:00,0.328,0.006,0.023,0.245,0.307,0.447,0.283,0.002
45918,2022-04-28 18:54:00,0.327,0.0069999999999999,0.006,0.237,0.301,0.45,0.269,0.002
45919,2022-04-28 18:55:00,0.339,0.006,0.006,0.251,0.311,0.488,0.278,0.002
45920,2022-04-28 18:56:00,0.324,0.006,0.006,0.251,0.32,0.472,0.275,0.002
45921,2022-04-28 18:57:00,0.335,0.0069999999999999,0.006,0.273,0.333,0.498,0.283,0.002
45922,2022-04-28 18:58:00,0.317,0.006,0.0069999999999999,0.266,0.319,0.493,0.271,0.002
45923,2022-04-28 18:59:00,0.352,0.0069999999999999,0.0069999999999999,0.277,0.352,0.512,0.286,0.002
45924,2022-04-28 19:00:00,0.323,0.0069999999999999,0.0069999999999999,0.251,0.319,0.479,0.275,0.002
45925,2022-04-28 19:01:00,0.355,0.0069999999999999,0.0069999999999999,0.273,0.344,0.51,0.29,0.002
45926,2022-04-28 19:02:00,0.34,0.0069999999999999,0.0069999999999999,0.261,0.339,0.518,0.266,0.002
45927,2022-04-28 19:03:00,0.351,0.009,0.0069999999999999,0.274,0.342,0.511,0.266,0.002
45928,2022-04-28 19:04:00,0.357,0.005,0.008,0.29,0.383,0.547,0.284,0.002
45929,2022-04-28 19:05:00,0.361,0.006,0.008,0.295,0.386,0.553,0.283,0.002
45930,2022-04-28 19:06:00,0.357,0.01,0.008,0.286,0.422,0.535,0.29,0.002
45931,2022-04-28 19:07:00,0.377,0.011,0.008,0.292,0.419,0.553,0.302,0.002
45932,2022-04-28 19:08:00,0.36,0.011,0.0069999999999999,0.276,0.4,0.536,0.286,0.002
45933,2022-04-28 19:09:00,0.36,0.011,0.025,0.285,0.397,0.532,0.294,0.002
45934,2022-04-28 19:10:00,0.362,0.008,0.024,0.277,0.391,0.525,0.291,0.002
45935,2022-04-28 19:11:00,0.351,0.008,0.025,0.273,0.37,0.483,0.278,0.002
45936,2022-04-28 19:12:00,0.369,0.008,0.023,0.268,0.357,0.485,0.293,0.002
45937,2022-04-28 19:13:00,0.371,0.008,0.024,0.262,0.359,0.466,0.291,0.002
45938,2022-04-28 19:14:00,0.353,0.0069999999999999,0.024,0.242,0.327,0.451,0.289,0.002
45939,2022-04-28 19:15:00,0.356,0.0069999999999999,0.023,0.227,0.303,0.423,0.287,0.002
45940,2022-04-28 19:16:00,0.344,0.006,0.023,0.235,0.282,0.423,0.304,0.002
45941,2022-04-28 19:17:00,0.324,0.006,0.023,0.233,0.272,0.42,0.283,0.002
45942,2022-04-28 19:18:00,0.34,0.006,0.022,0.255,0.303,0.457,0.308,0.002
45943,2022-04-28 19:19:00,0.314,0.006,0.006,0.225,0.298,0.433,0.276,0.002
45944,2022-04-28 19:20:00,0.338,0.006,0.0069999999999999,0.242,0.308,0.451,0.286,0.002
45945,2022-04-28 19:21:00,0.343,0.006,0.0069999999999999,0.255,0.319,0.467,0.283,0.002
45946,2022-04-28 19:22:00,0.329,0.003,0.0069999999999999,0.242,0.321,0.477,0.258,0.002
45947,2022-04-28 19:23:00,0.37,0.004,0.008,0.258,0.357,0.519,0.288,0.002
45948,2022-04-28 19:24:00,0.339,0.004,0.0069999999999999,0.253,0.346,0.504,0.274,0.002
45949,2022-04-28 19:25:00,0.404,0.004,0.008,0.277,0.398,0.561,0.325,0.002
45950,2022-04-28 19:26:00,0.391,0.004,0.008,0.273,0.39,0.534,0.312,0.002
45951,2022-04-28 19:27:00,0.427,0.004,0.008,0.287,0.4,0.577,0.334,0.002
