timestamp,ram_global_prct,cpu_global_prct,disk_io_read_mega_byte,disk_io_write_mega_byte,consumers_causality_1,messages_causality_1,publish_rate_causality_1,timestamp_formatted
2021-12-07 13:44:07,80.8,6.1,326613.18,83714.59,8,4846,140.6,21-12-07 13:44:07
2021-12-07 13:44:08,80.8,9.5,326613.5,83714.59,30,4846,140.6,21-12-07 13:44:08
2021-12-07 13:44:09,80.9,6.0,326613.5,83714.66,30,5660,140.6,21-12-07 13:44:09
2021-12-07 13:44:10,81.0,6.1,326613.5,83714.66,15,5660,161.4,21-12-07 13:44:10
2021-12-07 13:44:11,81.0,4.8,326613.5,83714.66,24,5660,161.4,21-12-07 13:44:11
2021-12-07 13:44:12,81.0,4.2,326613.5,83714.66,24,5660,161.4,21-12-07 13:44:12
2021-12-07 13:44:13,81.2,5.6,326613.5,83714.66,8,5660,161.4,21-12-07 13:44:13
2021-12-07 13:44:14,81.3,6.4,326613.5,83714.75,48,6539,161.4,21-12-07 13:44:14
2021-12-07 13:44:15,81.3,4.3,326613.5,83714.75,48,6539,160.4,21-12-07 13:44:15
2021-12-07 13:44:16,81.5,6.4,326613.5,83714.75,8,6539,160.4,21-12-07 13:44:16
2021-12-07 13:44:17,81.5,4.0,326613.5,83714.75,8,6539,160.4,21-12-07 13:44:17
2021-12-07 13:44:18,81.5,7.9,326613.5,83714.75,8,6539,160.4,21-12-07 13:44:18
2021-12-07 13:44:19,81.8,11.3,326613.5,83714.81,21,7482,160.4,21-12-07 13:44:19
2021-12-07 13:44:20,81.8,8.7,326613.5,83715.05,21,7482,184.0,21-12-07 13:44:20
2021-12-07 13:44:21,81.7,4.6,326613.5,83715.05,21,7482,184.0,21-12-07 13:44:21
2021-12-07 13:44:22,82.0,13.4,326613.5,83715.05,49,7482,184.0,21-12-07 13:44:22
2021-12-07 13:44:23,82.0,16.4,326613.5,83715.05,49,7482,184.0,21-12-07 13:44:23
2021-12-07 13:44:24,82.1,42.6,326613.5,83715.05,49,8497,184.0,21-12-07 13:44:24
2021-12-07 13:44:25,82.3,15.2,326613.5,83715.26,24,8497,211.8,21-12-07 13:44:25
2021-12-07 13:44:27,82.3,37.8,326613.5,83715.36,24,8497,211.8,21-12-07 13:44:27
2021-12-07 13:44:28,82.3,22.7,326613.5,83715.36,24,8497,211.8,21-12-07 13:44:28
2021-12-07 13:44:29,82.5,28.8,326613.5,83715.36,47,9575,211.8,21-12-07 13:44:29
2021-12-07 13:44:30,82.6,21.6,326613.5,83715.36,47,9575,217.8,21-12-07 13:44:30
2021-12-07 13:44:31,82.6,9.8,326613.5,83715.47,0,9575,217.8,21-12-07 13:44:31
2021-12-07 13:44:32,82.7,27.9,326613.51,83715.54,10,9575,217.8,21-12-07 13:44:32
2021-12-07 13:44:33,82.7,7.5,326613.51,83715.54,10,9575,217.8,21-12-07 13:44:33
2021-12-07 13:44:34,82.9,8.5,326613.51,83715.54,3,10717,217.8,21-12-07 13:44:34
2021-12-07 13:44:35,83.1,8.5,326613.51,83715.54,20,10717,232.6,21-12-07 13:44:35
2021-12-07 13:44:36,83.1,28.9,326613.52,83715.76,20,10717,232.6,21-12-07 13:44:36
2021-12-07 13:44:37,83.2,21.3,326613.52,83715.87,8,10717,232.6,21-12-07 13:44:37
2021-12-07 13:44:38,83.2,7.3,326613.52,83715.87,49,10717,232.6,21-12-07 13:44:38
2021-12-07 13:44:39,83.3,25.4,326613.53,83715.87,49,11932,232.6,21-12-07 13:44:39
2021-12-07 13:44:40,83.4,9.1,326613.53,83715.87,13,11932,237.6,21-12-07 13:44:40
2021-12-07 13:44:41,83.7,9.4,326613.53,83716.45,45,11932,237.6,21-12-07 13:44:41
2021-12-07 13:44:42,83.5,4.1,326613.53,83716.46,45,11932,237.6,21-12-07 13:44:42
2021-12-07 13:44:43,83.7,8.7,326613.53,83716.56,21,11932,237.6,21-12-07 13:44:43
2021-12-07 13:44:44,83.8,5.9,326613.53,83716.57,30,13212,237.6,21-12-07 13:44:44
2021-12-07 13:44:45,83.8,4.4,326613.53,83716.57,30,13212,261.0,21-12-07 13:44:45
2021-12-07 13:44:46,83.9,6.0,326613.53,83716.57,6,13212,261.0,21-12-07 13:44:46
2021-12-07 13:44:47,83.9,3.7,326613.53,83716.58,6,13212,261.0,21-12-07 13:44:47
2021-12-07 13:44:48,83.9,4.6,326613.53,83716.75,6,13212,261.0,21-12-07 13:44:48
2021-12-07 13:44:49,84.2,8.8,326613.53,83716.75,28,14555,261.0,21-12-07 13:44:49
2021-12-07 13:44:50,84.1,4.0,326613.53,83716.75,28,14555,268.0,21-12-07 13:44:50
2021-12-07 13:44:51,84.1,4.1,326613.53,83727.13,28,14555,268.0,21-12-07 13:44:51
2021-12-07 13:44:52,84.2,8.5,326613.53,83727.13,19,14555,268.0,21-12-07 13:44:52
2021-12-07 13:44:53,84.0,5.7,326613.53,83727.35,19,14555,268.0,21-12-07 13:44:53
2021-12-07 13:44:55,84.2,5.4,326613.53,83727.35,19,15962,268.0,21-12-07 13:44:55
2021-12-07 13:44:56,84.4,9.1,326613.53,83727.35,21,15962,275.8,21-12-07 13:44:56
2021-12-07 13:44:57,84.3,4.0,326613.53,83728.23,21,15962,275.8,21-12-07 13:44:57
2021-12-07 13:44:58,84.3,5.9,326613.53,83728.23,21,15962,275.8,21-12-07 13:44:58
2021-12-07 13:44:59,84.7,9.7,326613.53,83728.31,34,17405,275.8,21-12-07 13:44:59
2021-12-07 13:45:00,84.6,4.8,326613.53,83728.31,35,17405,299.2,21-12-07 13:45:00
2021-12-07 13:45:01,84.7,6.9,326613.53,83728.31,9,17405,299.2,21-12-07 13:45:01
2021-12-07 13:45:02,84.8,5.8,326613.53,83728.37,18,17405,299.2,21-12-07 13:45:02
2021-12-07 13:45:03,84.8,3.7,326613.53,83728.37,18,17405,299.2,21-12-07 13:45:03
2021-12-07 13:45:04,85.1,9.0,326613.53,83728.37,17,18907,299.2,21-12-07 13:45:04
2021-12-07 13:45:05,85.1,4.6,326613.53,83728.37,22,18907,305.0,21-12-07 13:45:05
2021-12-07 13:45:06,85.0,4.9,326613.53,83728.37,22,18907,305.0,21-12-07 13:45:06
2021-12-07 13:45:07,85.2,7.1,326613.7,83728.43,1,18907,305.0,21-12-07 13:45:07
2021-12-07 13:45:08,85.2,4.5,326613.7,83728.5,1,18907,305.0,21-12-07 13:45:08
2021-12-07 13:45:09,85.3,5.6,326613.7,83728.58,1,20481,305.0,21-12-07 13:45:09
2021-12-07 13:45:10,85.6,9.4,326613.7,83728.58,30,20481,261.0,21-12-07 13:45:10
2021-12-07 13:45:11,85.6,5.8,326613.7,83733.22,49,20481,261.0,21-12-07 13:45:11
2021-12-07 13:45:12,85.6,3.8,326613.7,83733.4,49,20481,261.0,21-12-07 13:45:12
2021-12-07 13:45:13,85.7,8.7,326613.7,83733.4,31,20481,261.0,21-12-07 13:45:13
2021-12-07 13:45:14,85.8,6.3,326613.7,83733.4,39,22121,261.0,21-12-07 13:45:14
2021-12-07 13:45:15,85.8,5.0,326613.7,83733.4,39,22121,327.2,21-12-07 13:45:15
2021-12-07 13:45:16,86.0,9.6,326613.7,83734.27,30,22121,327.2,21-12-07 13:45:16
2021-12-07 13:45:18,86.0,4.8,326613.7,83734.27,46,22121,327.2,21-12-07 13:45:18
2021-12-07 13:45:19,86.0,5.2,326613.7,83734.36,46,22121,327.2,21-12-07 13:45:19
2021-12-07 13:45:20,86.3,9.9,326613.7,83734.36,33,23825,339.0,21-12-07 13:45:20
2021-12-07 13:45:21,86.2,4.6,326613.7,83734.36,33,23825,339.0,21-12-07 13:45:21
2021-12-07 13:45:22,86.2,4.4,326613.7,83734.36,33,23825,339.0,21-12-07 13:45:22
2021-12-07 13:45:23,86.4,10.7,326613.7,83734.36,47,23825,339.0,21-12-07 13:45:23
2021-12-07 13:45:24,86.4,5.2,326613.7,83734.43,49,25601,339.0,21-12-07 13:45:24
2021-12-07 13:45:25,86.6,6.6,326613.7,83734.43,0,25601,357.0,21-12-07 13:45:25
2021-12-07 13:45:26,86.7,8.9,326613.7,83734.43,45,25601,357.0,21-12-07 13:45:26
2021-12-07 13:45:27,86.7,5.5,326613.7,83734.43,50,25601,357.0,21-12-07 13:45:27
2021-12-07 13:45:28,86.7,5.6,326613.7,83734.43,1,25601,357.0,21-12-07 13:45:28
2021-12-07 13:45:29,87.0,10.2,326613.7,83734.49,43,27442,357.0,21-12-07 13:45:29
2021-12-07 13:45:30,86.9,5.1,326613.7,83734.49,44,27442,355.0,21-12-07 13:45:30
2021-12-07 13:45:31,87.0,5.7,326613.7,83734.49,9,27442,355.0,21-12-07 13:45:31
2021-12-07 13:45:32,87.0,6.3,326613.7,83734.49,14,27442,355.0,21-12-07 13:45:32
2021-12-07 13:45:33,87.0,5.4,326613.7,83734.49,14,27442,355.0,21-12-07 13:45:33
2021-12-07 13:45:34,87.3,10.4,326613.7,83734.55,17,29344,355.0,21-12-07 13:45:34
2021-12-07 13:45:35,87.4,5.7,326613.7,83734.55,21,29344,389.4,21-12-07 13:45:35
2021-12-07 13:45:36,87.4,5.2,326613.7,83734.55,21,29344,389.4,21-12-07 13:45:36
2021-12-07 13:45:37,87.5,7.3,326613.7,83734.55,17,29344,389.4,21-12-07 13:45:37
2021-12-07 13:45:38,87.5,4.5,326613.7,83734.68,17,29344,389.4,21-12-07 13:45:38
2021-12-07 13:45:39,87.5,6.8,326613.7,83734.68,17,31319,389.4,21-12-07 13:45:39
2021-12-07 13:45:40,87.7,9.3,326613.7,83734.68,28,31319,394.8,21-12-07 13:45:40
2021-12-07 13:45:41,87.7,5.5,326613.7,83734.68,47,31319,394.8,21-12-07 13:45:41
2021-12-07 13:45:42,87.7,7.7,326613.71,83734.89,47,31319,394.8,21-12-07 13:45:42
2021-12-07 13:45:44,87.8,9.9,326613.71,83735.16,26,31319,394.8,21-12-07 13:45:44
2021-12-07 13:45:45,87.9,9.1,326613.71,83735.16,49,33327,394.8,21-12-07 13:45:45
2021-12-07 13:45:46,87.8,4.8,326613.71,83735.16,49,33327,411.8,21-12-07 13:45:46
2021-12-07 13:45:47,88.0,10.4,326613.71,83735.16,31,33327,411.8,21-12-07 13:45:47
2021-12-07 13:45:48,87.9,5.3,326613.71,83735.27,31,33327,411.8,21-12-07 13:45:48
2021-12-07 13:45:49,88.0,7.0,326613.71,83735.36,0,35434,411.8,21-12-07 13:45:49
2021-12-07 13:45:50,87.9,4.7,326613.71,83735.36,0,35434,418.6,21-12-07 13:45:50
2021-12-07 13:45:51,87.9,4.3,326613.71,83735.36,0,35434,418.6,21-12-07 13:45:51
2021-12-07 13:45:52,88.3,5.5,326613.71,83735.36,11,35434,418.6,21-12-07 13:45:52
2021-12-07 13:45:53,88.4,7.2,326613.71,83735.71,30,35434,418.6,21-12-07 13:45:53
2021-12-07 13:45:54,88.5,5.4,326613.71,83735.71,30,37544,418.6,21-12-07 13:45:54
2021-12-07 13:45:55,88.7,6.4,326613.71,83735.71,8,37544,421.8,21-12-07 13:45:55
2021-12-07 13:45:56,88.7,7.6,326613.71,83735.71,37,37544,421.8,21-12-07 13:45:56
2021-12-07 13:45:57,88.7,4.7,326613.71,83735.71,37,37544,421.8,21-12-07 13:45:57
2021-12-07 13:45:58,88.9,7.0,326613.71,83735.88,10,37544,421.8,21-12-07 13:45:58
2021-12-07 13:45:59,89.0,7.2,326613.71,83735.88,32,39735,421.8,21-12-07 13:45:59
2021-12-07 13:46:00,89.0,5.8,326613.71,83735.88,42,39735,447.2,21-12-07 13:46:00
2021-12-07 13:46:01,89.2,7.5,326613.71,83735.88,15,39735,447.2,21-12-07 13:46:01
2021-12-07 13:46:02,89.2,4.8,326613.71,83735.88,18,39735,447.2,21-12-07 13:46:02
2021-12-07 13:46:03,89.3,4.8,326613.71,83736.4,18,39735,447.2,21-12-07 13:46:03
2021-12-07 13:46:04,89.7,10.5,326613.71,83736.4,31,41995,447.2,21-12-07 13:46:04
2021-12-07 13:46:06,89.7,6.2,326613.71,83736.4,48,41995,502.4,21-12-07 13:46:06
2021-12-07 13:46:07,89.6,7.3,326621.53,83736.51,48,41995,502.4,21-12-07 13:46:07
2021-12-07 13:46:08,90.0,12.0,326621.89,83736.51,16,41995,502.4,21-12-07 13:46:08
2021-12-07 13:46:09,90.0,39.4,326622.14,83736.51,16,41995,502.4,21-12-07 13:46:09
2021-12-07 13:46:10,90.0,12.8,326622.14,83736.51,16,44338,502.4,21-12-07 13:46:10
2021-12-07 13:46:11,90.2,9.6,326622.14,83736.59,20,44338,301.2,21-12-07 13:46:11
2021-12-07 13:46:12,90.2,6.8,326622.14,83736.6,20,44338,301.2,21-12-07 13:46:12
2021-12-07 13:46:13,90.1,7.5,326622.14,83736.8,20,44338,301.2,21-12-07 13:46:13
2021-12-07 13:46:14,90.5,12.7,326622.14,83736.8,8,46729,301.2,21-12-07 13:46:14
2021-12-07 13:46:15,90.5,6.7,326622.15,83736.8,8,46729,493.4,21-12-07 13:46:15
2021-12-07 13:46:16,90.7,9.3,326622.15,83736.8,11,46729,493.4,21-12-07 13:46:16
2021-12-07 13:46:17,90.8,9.0,326622.16,83736.81,47,46729,493.4,21-12-07 13:46:17
2021-12-07 13:46:18,90.8,5.2,326622.16,83737.43,47,46729,493.4,21-12-07 13:46:18
2021-12-07 13:46:19,91.1,16.9,326622.16,83737.43,5,49192,493.4,21-12-07 13:46:19
2021-12-07 13:46:20,91.2,14.8,326622.16,83737.43,38,49192,516.8,21-12-07 13:46:20
2021-12-07 13:46:21,91.2,5.7,326622.16,83737.43,38,49192,516.8,21-12-07 13:46:21
2021-12-07 13:46:22,91.3,11.6,326622.16,83737.43,7,49192,516.8,21-12-07 13:46:22
2021-12-07 13:46:23,91.3,9.8,326622.16,83750.08,7,49192,516.8,21-12-07 13:46:23
2021-12-07 13:46:24,91.3,6.4,326622.16,83750.08,7,51728,516.8,21-12-07 13:46:24
2021-12-07 13:46:25,91.6,11.3,326622.16,83750.08,16,51728,533.8,21-12-07 13:46:25
2021-12-07 13:46:26,91.7,8.1,326622.16,83750.08,43,51728,533.8,21-12-07 13:46:26
2021-12-07 13:46:27,91.7,8.2,326622.16,83750.08,43,51728,533.8,21-12-07 13:46:27
2021-12-07 13:46:28,91.8,13.3,326622.16,83755.06,18,51728,533.8,21-12-07 13:46:28
2021-12-07 13:46:29,92.1,13.8,326622.16,83755.17,19,54327,533.8,21-12-07 13:46:29
2021-12-07 13:46:30,92.0,6.6,326622.16,83755.17,19,54327,533.8,21-12-07 13:46:30
2021-12-07 13:46:32,92.2,10.9,326622.16,83755.17,21,54327,533.8,21-12-07 13:46:32
2021-12-07 13:46:33,92.2,12.7,326622.16,83755.17,35,54327,533.8,21-12-07 13:46:33
2021-12-07 13:46:34,92.3,13.9,326622.16,83755.17,35,54327,533.8,21-12-07 13:46:34
2021-12-07 13:46:35,92.5,16.0,326622.16,83755.27,9,56991,533.8,21-12-07 13:46:35
2021-12-07 13:46:36,92.6,12.9,326622.16,83755.27,43,56991,555.6,21-12-07 13:46:36
2021-12-07 13:46:37,92.6,7.6,326622.16,83755.27,44,56991,555.6,21-12-07 13:46:37
2021-12-07 13:46:38,92.7,13.6,326622.16,83755.27,28,56991,555.6,21-12-07 13:46:38
2021-12-07 13:46:39,92.6,10.7,326622.16,83755.51,36,59729,555.6,21-12-07 13:46:39
2021-12-07 13:46:40,92.8,9.5,326622.17,83755.51,36,59729,566.0,21-12-07 13:46:40
2021-12-07 13:46:41,92.7,12.3,326622.17,83755.51,13,59729,566.0,21-12-07 13:46:41
2021-12-07 13:46:42,92.7,8.6,326622.17,83755.51,13,59729,566.0,21-12-07 13:46:42
2021-12-07 13:46:43,92.8,10.4,326622.17,83755.51,13,59729,566.0,21-12-07 13:46:43
2021-12-07 13:46:44,92.9,10.6,326622.17,83755.81,10,62495,566.0,21-12-07 13:46:44
2021-12-07 13:46:45,92.9,8.7,326622.17,83755.81,10,62495,501.4,21-12-07 13:46:45
2021-12-07 13:46:46,93.1,14.6,326622.17,83755.81,2,62495,501.4,21-12-07 13:46:46
2021-12-07 13:46:47,93.1,15.9,326622.17,83755.81,2,62495,501.4,21-12-07 13:46:47
2021-12-07 13:46:48,93.1,7.8,326622.17,83755.81,2,62495,501.4,21-12-07 13:46:48
2021-12-07 13:46:49,93.5,12.7,326622.17,83757.29,16,65318,501.4,21-12-07 13:46:49
2021-12-07 13:46:50,93.5,9.3,326622.17,83757.29,27,65318,619.0,21-12-07 13:46:50
2021-12-07 13:46:51,93.5,9.5,326622.17,83757.29,27,65318,619.0,21-12-07 13:46:51
2021-12-07 13:46:52,93.5,10.5,326622.17,83757.29,6,65318,619.0,21-12-07 13:46:52
2021-12-07 13:46:53,93.5,8.4,326622.17,83757.29,6,65318,619.0,21-12-07 13:46:53
2021-12-07 13:46:55,93.6,7.8,326622.17,83759.89,6,68213,619.0,21-12-07 13:46:55
2021-12-07 13:46:56,93.7,13.5,326622.17,83768.19,32,68213,581.8,21-12-07 13:46:56
2021-12-07 13:46:57,93.8,8.3,326622.17,83768.2,38,68213,581.8,21-12-07 13:46:57
2021-12-07 13:46:58,93.8,6.5,326622.17,83768.2,38,68213,581.8,21-12-07 13:46:58
2021-12-07 13:46:59,93.9,11.7,326622.17,83768.2,24,68213,581.8,21-12-07 13:46:59
2021-12-07 13:47:00,93.9,9.8,326622.17,83768.42,31,71174,581.8,21-12-07 13:47:00
2021-12-07 13:47:01,93.9,8.9,326622.17,83768.42,31,71174,588.6,21-12-07 13:47:01
2021-12-07 13:47:02,94.0,11.7,326622.17,83768.42,22,71174,588.6,21-12-07 13:47:02
2021-12-07 13:47:03,94.0,6.1,326622.17,83768.43,22,71174,588.6,21-12-07 13:47:03
2021-12-07 13:47:04,94.2,7.0,326622.17,83769.04,22,74211,588.6,21-12-07 13:47:04
2021-12-07 13:47:05,94.4,13.8,326622.17,83769.04,32,74211,527.2,21-12-07 13:47:05
2021-12-07 13:47:06,94.4,8.2,326622.17,83769.04,32,74211,527.2,21-12-07 13:47:06
2021-12-07 13:47:07,94.5,9.6,326622.17,83769.04,1,74211,527.2,21-12-07 13:47:07
2021-12-07 13:47:08,94.5,10.0,326622.17,83769.04,17,74211,527.2,21-12-07 13:47:08
2021-12-07 13:47:09,94.6,8.3,326622.17,83769.15,17,77293,527.2,21-12-07 13:47:09
2021-12-07 13:47:10,94.6,8.1,326622.17,83769.15,10,77293,610.4,21-12-07 13:47:10
2021-12-07 13:47:11,94.6,7.9,326622.17,83769.15,11,77293,610.4,21-12-07 13:47:11
2021-12-07 13:47:12,94.6,6.3,326622.17,83769.15,11,77293,610.4,21-12-07 13:47:12
2021-12-07 13:47:13,94.8,9.3,326622.17,83769.15,16,77293,610.4,21-12-07 13:47:13
2021-12-07 13:47:14,95.0,11.9,326622.17,83769.2,32,80428,610.4,21-12-07 13:47:14
2021-12-07 13:47:15,95.0,9.5,326622.17,83769.2,32,80428,664.2,21-12-07 13:47:15
2021-12-07 13:47:16,95.2,10.5,326622.29,83769.2,21,80428,664.2,21-12-07 13:47:16
2021-12-07 13:47:18,95.2,8.6,326622.29,83769.2,44,80428,664.2,21-12-07 13:47:18
2021-12-07 13:47:19,95.2,6.5,326622.29,83769.2,44,80428,664.2,21-12-07 13:47:19
2021-12-07 13:47:20,95.1,11.3,326622.29,83769.28,22,83623,664.2,21-12-07 13:47:20
2021-12-07 13:47:21,95.1,8.0,326622.29,83769.28,45,83623,622.0,21-12-07 13:47:21
2021-12-07 13:47:22,95.1,6.7,326622.29,83769.43,45,83623,622.0,21-12-07 13:47:22
2021-12-07 13:47:23,95.1,10.2,326622.29,83769.43,15,83623,622.0,21-12-07 13:47:23
2021-12-07 13:47:24,95.2,10.3,326622.29,83769.59,15,86856,622.0,21-12-07 13:47:24
2021-12-07 13:47:25,95.1,6.9,326622.29,83769.59,15,86856,671.0,21-12-07 13:47:25
2021-12-07 13:47:26,95.3,11.2,326622.29,83769.59,20,86856,671.0,21-12-07 13:47:26
2021-12-07 13:47:27,95.3,8.0,326622.29,83769.59,20,86856,671.0,21-12-07 13:47:27
2021-12-07 13:47:28,95.3,12.3,326622.29,83769.59,20,86856,671.0,21-12-07 13:47:28
2021-12-07 13:47:29,95.6,16.4,326622.29,83769.65,29,90141,671.0,21-12-07 13:47:29
2021-12-07 13:47:30,95.7,9.8,326622.29,83769.77,46,90141,658.2,21-12-07 13:47:30
2021-12-07 13:47:31,95.7,10.1,326622.32,83769.77,46,90141,658.2,21-12-07 13:47:31
2021-12-07 13:47:32,95.8,8.0,326622.32,83769.77,19,90141,658.2,21-12-07 13:47:32
2021-12-07 13:47:33,95.8,8.0,326622.32,83769.77,41,90141,658.2,21-12-07 13:47:33
2021-12-07 13:47:35,96.0,12.8,326622.32,83769.77,19,93492,658.2,21-12-07 13:47:35
2021-12-07 13:47:36,96.1,9.3,326622.32,83770.04,43,93492,715.0,21-12-07 13:47:36
2021-12-07 13:47:37,96.1,9.2,326622.33,83770.04,43,93492,715.0,21-12-07 13:47:37
2021-12-07 13:47:38,96.1,10.9,326622.33,83770.04,56,93492,715.0,21-12-07 13:47:38
2021-12-07 13:47:39,96.0,8.9,326622.33,83770.04,13,96896,715.0,21-12-07 13:47:39
2021-12-07 13:47:40,96.3,11.0,326622.33,83770.16,2,96896,472.2,21-12-07 13:47:40
